pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
8556,202,15,15071,50490,17760,NA,W,1920,108,NA,1,1,5,3,1,1,1,5,2,0,2,2,0,2,NA,2,3,7,NA,NA,NA,0,872,2,1,1,3,NA,1,CICERO,60804,6655,0.06641622839969948,0.03080390683696468,9.015777610818932e-4,0.8949661908339595,0.01021788129226145,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,41533,FALSE,FALSE,TRUE
8557,203,35,35011,191290,51560,NA,T,10312,54,NA,1,1,7,4,2,3,1,5,2,0,1,1,1,2,NA,2,2,3,1,2,2,0,1632,2,1,1,3,NA,NA,HOFFMAN ESTATES,60169,2410,0.6846473029045643,0.00622406639004149,0.14564315352697096,0.12199170124481327,0.07759336099585062,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,119327,FALSE,TRUE,TRUE
8558,205,72,72271,306430,49600,NA,W,4960,79,NA,2,1,7,4,1,3,3,2,2,1,1,2,1,NA,NA,2,2,3,1,2,2,0,1804,2,1,2,3,NA,1,CHICAGO,60643,4100,0.5251219512195122,0.35048780487804876,0.01682926829268292,0.08292682926829269,0.03560975609756097,14000,Chicago,0,0,1,0,0,0,SUTHERLAND,MORGAN PARK HS,6.908,122727,FALSE,TRUE,TRUE
8559,203,76,76050,121730,95230,NA,W,2976,132,NA,2,1,6,3,1,1,1,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1237,2,1,5,1,NA,NA,CHICAGO,60608,3466,0.4177726485862666,0.0810732833237161,0.32169648009232543,0.1757068667051356,0.00750144258511252,14000,Chicago,0,0,9,0,0,0,ARMOUR,TILDEN HS,6.89,55018,FALSE,TRUE,TRUE
8560,203,39,39110,139850,28870,NA,W,5500,61,NA,2,1,5,3,1,1,1,5,1,0,1,1,1,NA,NA,2,2,3,1,2,2,0,1234,2,1,1,3,NA,NA,OAK LAWN,60453,4606,0.7477203647416414,0.01519756838905775,0.0145462440295267,0.21385149804602693,0.01736864958749457,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,77500,FALSE,TRUE,TRUE
8561,278,28,28100,335010,67600,NA,W,10400,26,NA,3,1,8,4,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,3437,2,1,2,NA,NA,NA,ORLAND PARK,60467,8884,0.8615488518685277,0.01260693381359747,0.04558757316524088,0.05571814497973886,0.04907699234579019,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,105942,FALSE,TRUE,TRUE
8562,203,39,39110,133150,34780,NA,W,6625,61,NA,2,1,4,2,1,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1099,2,1,1,3,NA,NA,OAK LAWN,60453,4606,0.7477203647416414,0.01519756838905775,0.0145462440295267,0.21385149804602693,0.01736864958749457,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,77500,FALSE,TRUE,TRUE
8563,211,73,73093,472790,223200,NA,T,3100,132,2,1,1,12,6,1,1,1,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2512,2,2,2,3,NA,NA,CHICAGO,60614,3421,0.8231511254019293,0.06810874013446361,0.05729318912598655,0.03332358959368606,0.03624671148786904,14000,Chicago,0,0,1,0,0,0,AGASSIZ,LINCOLN PARK HS,6.89,155729,FALSE,TRUE,TRUE
8564,295,38,38072,271710,6880,NA,W,949,22,NA,2,1,5,2,2,3,1,5,1,1,3,1,1,2,2,2,2,3,2,1,1,0,1446,2,1,3,NA,NA,NA,ARLINGTON HEIGHTS,60005,6159,0.8934892027926612,0.0034096444227959,0.04611138171781133,0.04059100503328462,0.0232180548790388,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,116667,FALSE,TRUE,TRUE
8565,205,77,77030,541430,79050,NA,W,3100,130,NA,1,1,9,4,1,1,1,5,1,0,3,3,1,2,2,2,2,3,1,2,2,0,2056,2,1,2,NA,1,NA,CHICAGO,60647,3038,0.5888742593811718,0.03587886767610269,0.054312047399605,0.2926267281105991,0.05661619486504279,14000,Chicago,0,0,1,0,0,0,CHASE,CLEMENTE HS,6.915,103750,FALSE,TRUE,TRUE
8566,204,71,71110,339410,154800,NA,W,6450,101,NA,2,1,6,3,1,3,1,5,1,0,2,1,0,2,2,2,2,3,2,2,2,0,1967,2,1,1,3,NA,NA,CHICAGO,60625,6891,0.5827891452619358,0.02525032651284283,0.08634450732839936,0.26309679291829924,0.07937890001451169,14000,Chicago,0,0,6,1,0,0,BUDLONG,AMUNDSEN HS,6.884772382397572,71322,FALSE,TRUE,TRUE
8567,211,21,21042,285810,49870,NA,O,7980,46,4,2,1,16,8,1,3,1,5,2,0,3,4,0,2,2,2,2,8,1,2,2,0,4104,2,2,2,NA,NA,NA,BROOKFIELD,60513,5372,0.5057706626954579,0.12434847356664185,0.02177959791511541,0.3294862248696947,0.02382725241995532,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,11.097,78571,FALSE,TRUE,TRUE
8568,234,12,12072,89410,30040,AV,W,6325,46,NA,1,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1173,2,1,4,NA,NA,NA,LYNWOOD,60411,8891,0.2217973231357553,0.6219772803959059,0.00236193903947812,0.1336182656619053,0.02924305477449106,45421,Lynwood,0,0,1,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,15.182,54518,FALSE,TRUE,TRUE
8569,204,38,38056,189750,125000,NA,W,20000,63,NA,2,1,7,4,1,1,1,5,1,2,3,2,1,2,NA,2,2,3,2,1,2,107,1990,2,1,1,NA,NA,NA,PROSPECT HEIGHTS,60070,4476,0.7428507596067918,0.07908847184986595,0.08221626452189455,0.09428060768543342,0.00312779267202859,62016,Prospect Heights,0,0,1,0,0,0,SCHOOL DIST 23 PROSPECT HEIGHTS,ARLINGTON HTS TWNSHP H S 214,9.72,78600,FALSE,TRUE,TRUE
8570,295,35,35107,125570,32160,NA,W,2992,44,NA,1,1,5,3,2,3,1,5,1,0,3,2,0,2,NA,2,2,3,1,1,2,0,1176,2,1,1,NA,NA,NA,SCHAUMBURG,60193,4224,0.8129734848484849,0.03077651515151515,0.12949810606060605,0.00733901515151515,0.03693181818181818,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,99643,FALSE,TRUE,TRUE
8571,202,72,72030,102030,51480,NA,W,5148,65,NA,2,1,4,2,1,1,1,5,1,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,960,2,1,1,NA,NA,NA,CHICAGO,60629,4195,0.07961859356376638,0.02288438617401668,0,0.8939213349225268,0.00715137067938021,14000,Chicago,0,0,1,0,0,0,EBERHART,HUBBARD HS,6.934,47321,FALSE,FALSE,TRUE
8572,203,70,70220,81020,30000,NA,W,3750,64,NA,2,1,6,3,1,3,1,5,2,0,3,1,1,NA,NA,2,2,1,1,2,2,0,1176,2,1,1,NA,NA,NA,CHICAGO,60628,4355,0.00206659012629161,0.9795637198622272,0.00619977037887485,0.00734787600459242,0.00964408725602755,14000,Chicago,0,0,1,0,0,0,CULLEN,CORLISS HS,6.908,45273,FALSE,TRUE,TRUE
8573,203,72,72380,171210,37800,AV,T,3780,53,NA,2,1,5,3,1,3,1,2,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1225,2,1,1,NA,NA,NA,CHICAGO,60638,7157,0.3317032276093335,0.00880257090959899,0,0.650551907223697,0.01089842112617018,14000,Chicago,0,0,1,0,0,0,HALE,KENNEDY HS,6.934,68397,FALSE,TRUE,TRUE
8574,203,24,24031,221230,39680,NA,T,4960,71,NA,2,1,6,3,3,1,1,5,1,0,2,1,0,2,2,2,2,3,1,2,2,0,1417,2,1,5,1,NA,NA,SKOKIE,60077,7783,0.4296543749196968,0.06822561994089682,0.29602980855711164,0.1334960812026211,0.1451882307593473,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 69,COMMUNITY HIGH SCHOOL  219,11.024,58958,FALSE,TRUE,TRUE
8575,278,21,21111,183950,37970,NA,W,9493,47,NA,3,1,8,4,4,3,1,5,2,0,3,2,0,2,2,2,2,3,2,1,1,0,2350,2,1,2,NA,NA,NA,BRIDGEVIEW,60455,5256,0.6756088280060882,0.04204718417047184,0.0502283105022831,0.21594368340943684,0.03234398782343987,08225,Bridgeview,0,0,1,0,0,0,SCHOOL DISTRICT  109,COMMUNITY HIGH SCHOOL  217,14.133,52894,FALSE,TRUE,TRUE
8576,203,38,38010,219170,54560,NA,W,9490,54,NA,3,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,3,2,2,0,1326,2,1,1,NA,NA,NA,MOUNT PROSPECT,60056,7067,0.7452950332531484,0.01570680628272251,0.20220744304513935,0.02490448563746993,0.0220744304513938,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  26,ARLINGTON HTS TWNSHP H S 214,9.89,94921,FALSE,TRUE,TRUE
8577,206,23,23092,820960,201390,NA,T,9590,93,NA,1,1,9,5,1,3,1,5,1,1,1,3,1,2,2,2,2,3,1,1,1,0,3225,2,1,2,1,NA,NA,KENILWORTH,60043,2405,0.9064449064449064,0.00706860706860706,0.05322245322245322,0.02328482328482328,0.01995841995841996,39519,Kenilworth,0,0,1,0,0,0,SCH DISTRICT 38,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.662,214875,FALSE,TRUE,TRUE
8578,202,12,12162,25440,19800,NA,W,6600,50,NA,1,1,6,3,2,3,1,5,2,0,3,1,1,NA,NA,2,2,1,1,1,2,0,904,2,1,1,NA,NA,NA,SAUK VILLAGE,60411,6277,0.1959534809622431,0.6625776644894058,0.0031862354628007,0.09208220487494026,0.08618766926875897,67769,Sauk Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  168,BLOOM TOWNSHIP HIGH SCHOOL  206,15.233,45625,FALSE,TRUE,TRUE
8579,211,72,72170,59720,43200,NA,T,5760,102,4,2,1,20,8,3,3,2,5,2,1,3,4,1,2,2,2,2,7,NA,NA,NA,0,4660,2,2,2,NA,NA,NA,CHICAGO,60621,2279,0.00307152259763054,0.937691970162352,0,0.05923650724001755,0,14000,Chicago,0,0,6,0,0,0,HINTON,ROBESON HS,6.873317191283292,25927,FALSE,FALSE,TRUE
8580,278,32,32075,166510,63750,NA,W,12750,33,NA,3,1,8,4,1,3,1,5,1,2,2,2,1,2,2,2,2,4,1,1,2,0,3048,1,1,2,3,NA,NA,OLYMPIA FIELDS,60461,4171,0.2196116039319108,0.7379525293694558,0.0256533205466315,0,0.03092783505154639,55938,Olympia Fields,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.971,97237,FALSE,TRUE,TRUE
8581,211,15,15071,117180,43350,NA,W,4687,117,2,1,1,8,5,2,3,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,2267,2,2,2,1,NA,1,CICERO,60804,6655,0.06641622839969948,0.03080390683696468,9.015777610818932e-4,0.8949661908339595,0.01021788129226145,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.981,41533,FALSE,TRUE,TRUE
8582,203,20,20080,187160,31310,NA,W,3479,90,NA,2,1,6,3,1,3,2,5,2,0,2,1,0,2,NA,2,2,3,1,2,2,0,1440,2,1,5,1,NA,2,ELMWOOD PARK,60707,5102,0.6758134065072521,0.02058016464131713,0.06566052528420227,0.2285378283026264,0.01881615052920423,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,73462,FALSE,TRUE,TRUE
8583,205,77,77091,73030,31570,NA,W,2687,132,NA,3,2,6,3,1,1,1,5,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,1284,2,1,2,NA,NA,1,CHICAGO,60623,655,0.00610687022900763,0.8610687022900764,0,0.13282442748091602,0,14000,Chicago,0,0,1,0,0,0,CROWN,FARRAGUT HS,6.913,21974,FALSE,FALSE,TRUE
8584,202,30,30030,90420,41300,NA,T,5900,65,NA,1,1,6,3,4,3,1,5,2,0,3,1,1,NA,NA,2,2,2,1,2,2,0,816,2,1,1,NA,NA,NA,WORTH,60482,3855,0.8415045395590143,0.01867704280155642,0.022568093385214,0.09053177691309988,0.05343709468223086,83518,Worth,0,0,6,0,0,0,SCHOOL DISTRICT  127,CONSOLIDATED HIGH SCHOOL  230,13.071,50855,FALSE,TRUE,TRUE
8585,203,72,72170,34690,23430,NA,W,3125,109,NA,2,1,6,3,1,3,2,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,1036,2,1,1,NA,NA,NA,CHICAGO,60621,2433,0,0.9654747225647348,0,0.02342786683107275,0.01109741060419235,14000,Chicago,0,0,3,1,0,0,STAGG,HYDE PARK HS,6.873317191283292,38385,FALSE,FALSE,TRUE
8586,203,72,72380,157320,37500,NA,T,3750,65,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1022,2,1,1,NA,NA,NA,CHICAGO,60638,5886,0.4712878015630309,0.02446483180428134,0,0.49864084267753994,0.01121304791029561,14000,Chicago,0,0,6,1,0,0,TWAIN,KENNEDY HS,6.934,70102,FALSE,TRUE,TRUE
8587,204,29,29041,345260,77680,NA,T,51793,72,NA,1,1,10,5,3,1,1,5,1,1,3,3,0,NA,NA,2,2,3,1,1,2,0,2911,2,1,1,NA,NA,NA,INVERNESS,60067,6827,0.7694448513256189,0.01039988281822176,0.20301743078951223,0,0.03427567013329427,37608,Inverness,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.075,157125,FALSE,TRUE,TRUE
8588,203,29,29070,190510,44000,NA,W,8800,58,NA,3,1,8,4,3,1,1,5,1,0,3,1,1,2,2,2,2,3,1,1,2,0,1248,2,1,1,NA,NA,NA,PALATINE,60074,5118,0.8253223915592028,0.00390777647518561,0.05177803829620946,0.0873388042203986,0.06096131301289566,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,109929,FALSE,TRUE,TRUE
8589,295,28,28036,121720,39640,NA,T,7208,32,NA,3,1,5,2,2,3,1,5,1,1,3,1,1,2,2,2,2,3,3,1,1,0,1262,2,1,2,NA,NA,NA,ORLAND PARK,60462,3951,0.7749936724879777,0.07263983801569222,0.0331561629967097,0.08605416350291066,0.05770690964312832,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,69342,FALSE,TRUE,TRUE
8590,205,71,71362,400910,72560,NA,W,5375,83,NA,2,1,6,3,1,3,1,5,2,1,3,1,1,2,2,2,2,3,1,2,2,0,1787,2,1,2,NA,NA,NA,CHICAGO,60631,6838,0.8464463293360632,0.02837086867505118,0.01447791751974261,0.09666569172272596,0.02807838549283416,14000,Chicago,0,0,1,0,0,0,EBINGER,TAFT HS,6.884772382397572,103733,FALSE,TRUE,TRUE
8591,204,39,39151,162350,51580,NA,T,9825,65,NA,1,1,8,4,2,3,1,5,1,1,3,2,0,2,2,2,2,3,1,2,2,0,1816,2,1,1,NA,NA,NA,WORTH,60482,3509,0.8515246508976917,0.00769449985750926,0.00284981476204046,0.12368196067255628,0.02849814762040467,83518,Worth,0,0,6,1,0,0,SCHOOL DISTRICT  127,COMMUNITY HIGH SCHOOL  218,14.393,71830,FALSE,TRUE,TRUE
8592,234,37,37021,89590,22140,AV,W,5904,62,NA,3,1,5,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1052,2,1,4,NA,NA,NA,DOLTON,60419,5062,0.03694192018964836,0.8792967206637693,0.01027261951797708,0.03259581193204267,0.08178585539312525,20292,Dolton,0,0,4,0,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.009,53221,FALSE,TRUE,TRUE
8593,203,11,11040,141510,51170,NA,W,4760,84,NA,3,1,5,3,1,3,2,5,2,0,1,1,0,2,NA,2,2,3,2,2,2,0,1134,2,1,5,1,NA,NA,BERWYN,60402,3593,0.34734205399387696,0.01502922349011967,0.0520456443083774,0.5763985527414417,0.01836905093236849,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,69167,FALSE,TRUE,TRUE
8594,203,72,72071,66420,29630,NA,W,3704,92,NA,2,1,6,3,1,3,1,5,1,1,1,1,0,2,NA,2,2,3,1,2,2,0,1105,2,1,1,3,NA,1,CHICAGO,60629,5845,0.04242942686056458,0.5045337895637296,0,0.4352437981180496,0.03558597091531223,14000,Chicago,0,0,1,0,0,0,MARQUETTE,GAGE PARK HS,6.934,27423,FALSE,TRUE,TRUE
8595,205,29,29100,191020,32560,NA,T,10020,66,NA,1,1,8,4,4,3,1,5,1,0,3,1,1,2,2,2,2,2,1,2,2,0,1686,2,1,2,NA,NA,NA,ROLLING MEADOWS,60008,3437,0.7291242362525459,0.00727378527785859,0.01832993890020366,0.23305208030258948,0.02211230724469013,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.977,91010,FALSE,TRUE,TRUE
8596,234,21,21111,174600,37240,NA,W,9310,38,NA,3,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,2,1,2,130,1346,2,1,4,NA,NA,NA,BRIDGEVIEW,60455,5256,0.6756088280060882,0.04204718417047184,0.0502283105022831,0.21594368340943684,0.03234398782343987,08225,Bridgeview,0,0,1,0,0,0,SCHOOL DISTRICT  109,COMMUNITY HIGH SCHOOL  217,14.133,52894,FALSE,TRUE,TRUE
8597,203,16,16061,243090,40420,NA,W,7700,51,NA,3,1,7,4,4,3,1,5,1,0,3,2,1,NA,NA,2,2,3,1,1,2,0,1791,2,1,1,NA,NA,NA,ELK GROVE VILLAGE,60007,4876,0.8474159146841673,2.0508613617719443e-4,0.03035274815422477,0.11853978671041836,0.0034864643150123,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.349,65514,FALSE,TRUE,TRUE
8598,295,18,18015,122340,23900,NA,W,5312,28,NA,3,1,5,2,2,3,1,5,1,1,3,2,0,2,NA,2,2,3,3,1,1,0,1316,2,1,1,NA,NA,NA,ELGIN,60120,6938,0.4429230325742289,0.03430383395791294,0.10190256558085904,0.38800807149034305,0.06399538771980398,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,75417,FALSE,TRUE,TRUE
8599,203,72,72193,140270,36120,NA,W,4250,62,NA,2,1,5,3,1,3,1,5,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1095,2,1,1,3,NA,NA,CHICAGO,60652,5899,0.21766401084929649,0.1885065265299203,8.476012883539584e-4,0.590778097982709,0.00440752669944058,14000,Chicago,0,0,1,0,0,0,DURKIN PARK,BOGAN HS,6.949,68488,FALSE,TRUE,TRUE
8600,278,25,25061,360360,252150,NA,O,21013,57,NA,4,1,8,3,3,3,1,5,1,1,3,3,1,2,2,2,2,5,3,1,1,0,3482,2,1,2,NA,NA,NA,NORTHBROOK,60062,6242,0.8646267222044216,0.05414931111823133,0.06087792374239026,0.00833066324895866,0.0193848125600769,NA,NA,0,0,1,0,1,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.024,103548,FALSE,TRUE,TRUE
8601,209,21,21062,1253960,234530,NA,O,32349,28,NA,4,1,14,6,1,1,1,5,1,4,2,6,2,2,1,2,2,5,4,1,1,0,6990,2,1,2,3,NA,NA,BURR RIDGE,60527,7653,0.773030184241474,0.00849340128054357,0.05370442963543708,0.13354240167254672,0.05880047040376323,09980,Burr Ridge,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,6.973,106317,TRUE,TRUE,TRUE
8602,295,77,77170,564850,29890,NA,W,657,22,NA,2,2,6,2,2,3,1,5,1,0,3,3,0,2,2,2,2,3,2,1,1,0,1704,2,1,3,NA,NA,NA,CHICAGO,60647,2195,0.8364464692482916,0.0041002277904328,0.06560364464692484,0.07562642369020502,0.03644646924829157,14000,Chicago,0,0,1,0,0,0,PULASKI,WELLS HS,6.915,159020,FALSE,TRUE,TRUE
8603,211,71,71210,140710,41250,NA,W,3750,95,2,1,1,6,4,2,3,1,5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,2146,2,2,2,NA,NA,NA,CHICAGO,60639,5118,0.00781555295037123,0.6584603360687769,0.00468933177022274,0.3130128956623681,0.03204376709652207,14000,Chicago,0,0,1,0,0,0,YOUNG,FOREMAN HS,6.884772382397572,32225,FALSE,TRUE,TRUE
8604,203,71,71362,343580,75930,NA,T,5625,65,NA,1,1,7,3,1,3,1,5,1,1,1,2,0,2,2,2,2,3,1,2,2,0,1794,2,1,5,1,NA,NA,CHICAGO,60631,1378,0.9194484760522496,0,0.01596516690856313,0.04136429608127721,0.04644412191582003,14000,Chicago,0,0,1,0,0,0,EBINGER,TAFT HS,6.884772382397572,97102,FALSE,TRUE,TRUE
8605,203,75,75010,254890,53940,NA,W,3720,70,NA,2,1,8,3,1,3,1,5,1,0,2,1,0,2,2,2,2,3,1,2,2,0,1499,2,1,5,1,NA,NA,CHICAGO,60645,6739,0.4733640005935599,0.1584804867190978,0.17599050304199437,0.16174506603353614,0.06083988722362368,14000,Chicago,0,0,4,0,0,0,ROGERS,MATHER HS,6.857803738317757,66831,FALSE,TRUE,TRUE
8606,206,21,21032,867670,108000,NA,T,12000,95,NA,3,3,12,6,1,3,1,5,1,1,2,4,1,2,2,2,2,3,2,2,2,0,4735,2,1,2,3,NA,NA,LA GRANGE,60525,5794,0.9366586123576112,0.00673110113910942,0.02140144977562996,0.01984811874352778,0.03072143596824301,40767,La Grange,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.461,175078,FALSE,TRUE,TRUE
8607,203,31,31104,196000,40200,NA,W,6700,66,NA,2,1,6,4,1,3,1,5,2,0,1,2,0,NA,NA,2,2,3,2,2,2,0,1534,2,1,1,3,NA,NA,WESTCHESTER,60154,3151,0.5541098064106633,0.170739447794351,0.0266582037448429,0.17454776261504285,0.08886067914947636,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,63243,FALSE,TRUE,TRUE
8608,203,31,31150,315880,56250,NA,T,6250,64,NA,3,1,6,3,1,3,1,5,1,1,1,2,0,2,2,2,2,3,1,2,2,0,1758,2,1,5,1,NA,1,LA GRANGE PARK,60526,4538,0.9484354341119436,0.00550903481710004,0,0.04385191714411635,0.00440722785368003,40793,La Grange Park,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.766,135208,FALSE,TRUE,TRUE
8609,209,25,25082,1364860,359800,NA,W,51401,41,NA,3,4,16,6,1,1,1,5,1,6,1,6,2,2,2,1,2,8,2,1,1,822,10168,1,1,2,1,NA,NA,NORTHBROOK,60062,6242,0.8646267222044216,0.05414931111823133,0.06087792374239026,0.00833066324895866,0.0193848125600769,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,103548,TRUE,TRUE,TRUE
8610,234,32,32160,150090,35510,NA,T,10147,29,NA,3,1,7,3,3,1,1,5,2,1,3,1,1,2,2,2,2,3,1,1,2,214,1672,2,1,4,NA,NA,NA,MATTESON,60443,6900,0.06971014492753623,0.8339130434782609,0.02405797101449275,0.04985507246376811,0.04492753623188406,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.737,85750,FALSE,TRUE,TRUE
8611,202,72,72321,39450,19090,NA,O,3472,107,NA,1,1,5,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,7,NA,NA,NA,0,932,2,1,1,3,NA,NA,CHICAGO,60628,2110,0.02274881516587677,0.8696682464454977,0.00900473933649289,0.04691943127962085,0.05165876777251185,14000,Chicago,0,0,1,0,0,0,HALEY,FENGER HS,6.908,40167,FALSE,FALSE,TRUE
8612,202,71,71120,100400,45310,NA,W,3125,97,NA,1,1,3,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,748,2,1,1,NA,NA,NA,CHICAGO,60639,4800,0.12479166666666666,0.03791666666666667,0.01520833333333333,0.800625,0.02854166666666666,14000,Chicago,0,0,1,0,0,0,NIXON,KELVYN PARK HS,6.919,44077,FALSE,TRUE,TRUE
8613,205,23,23093,421860,150000,NA,W,7500,127,NA,1,1,8,4,1,1,1,5,2,0,2,2,0,NA,NA,2,2,4,1,2,2,0,1840,2,1,2,3,NA,1,WILMETTE,60091,4426,0.8565295978309987,0.00948938093086308,0.08901943063714415,0.01943063714414821,0.04518752824220515,82075,Wilmette,0,0,3,1,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,165139,FALSE,TRUE,TRUE
8614,204,20,20070,248580,55820,NA,W,6767,61,NA,3,1,7,4,3,1,1,5,1,1,3,2,1,NA,NA,2,2,3,3,1,2,0,1884,2,1,1,NA,NA,NA,ELMWOOD PARK,60707,4125,0.7832727272727272,0.02327272727272727,0.06642424242424243,0.11272727272727272,0.0286060606060606,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,80208,FALSE,TRUE,TRUE
8615,207,38,38023,201140,34580,NA,W,6014,41,NA,1,1,7,3,3,3,1,5,1,0,3,2,0,2,NA,2,2,3,1,1,1,0,1536,2,1,2,NA,NA,NA,WHEELING,60090,6665,0.31972993248312076,0.0649662415603901,0.1603900975243811,0.4459114778694674,0.01800450112528132,81087,Wheeling,0,0,4,1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,56698,FALSE,TRUE,TRUE
